house_number,city,postcode,country,country,country,unknown,telephone_nr,unknown,unknown,unknown,unknown,legal_type,postcode,city,house_number,postcode,city,country,telephone_nr,telephone_nr,gender,sbi_code,sbi_code,sbi_code,sbi_description,sbi_description,sbi_description,unknown,date,date,date,date
36,DEN HAAG,3363 WB,NL,NEDERLAND,NL - NEDERLAND,,010-4445555,Bedrijven: Klein <100,590 - Overheid: Overige,CUS,Klant,Stichting,3063GK,,4.0,8000AA,ELBURG,NLD,,,,7810.0,,,Interieur- en ruimtelijk ontwerp,,,1.0,14-11-2013,,,15-7-2010
1200,OUDERKERK a/d AMSTEL,4203 NL,NL,NEDERLAND,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,620 - Onderwijs: MBO,CUS,,Stichting,3995AX,'S-GRAVENHAGE,24.0,3044BC,EINDHOVEN,NLD,,,,,64303.0,,Niet-universitair hoger onderwijs,,,1.0,22-11-2005,,,7-4-2017
3,UTRECHT,2003 RN,NL,NEDERLAND,NL - NEDERLAND,,0320-267467,Overheid: Provincies,520 - Overheid: Gemeentes > 100000,CUS,,Eenmanszaak,,BARNEVELD,,1620AC,GOUDA,NLD,020  4120025,,m,92001.0,74103.0,,"Studiebegeleiding, vorming en onderwijs n.e.g.",,,1.0,3-2-2012,,8-1-2009,12-6-2017
18,TEGELEN,3925CC,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,750 - Bedrijven: Klein <100,OVE,Klant,Stichting,4873LP,GORINCHEM,16.0,1086XP,AMSTERDAM,NLD,,,m,94997.0,,,Biotechnologisch speur- en ontwikkelingswerk op het gebied van agrarische producten en processen,,,1.0,,,,29-12-1990
9,Roslev,3077 AA,NL,NEDERLAND,NL - NEDERLAND,814512215,,Partners / dealers,750 - Bedrijven: Klein <100,CUS,Klant,Stichting,7418BN,,1.0,8000AK,WEERT,,024  7517111,,,69209.0,78202.0,,Financiële holdings,,,4.0,,,,23-12-1914
,WIJLRE,J8B 1T4,NL,NEDERLAND,NL - NEDERLAND,NL852563528B01,,Zorg: 1e lijns,750 - Bedrijven: Klein <100,DEA,Klant,Besloten Vennootschap met gewone structuur,1031HP,'S-GRAVENHAGE,3.0,1990AC,SPIJKENISSE,NLD,0416 317878,,m,8411.0,,,Financiële holdings,,,6.0,14-6-2016,28-12-2011,1-1-2016,15-4-2010
201,ARNHEM,3035 KC,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Ministeries,730 - Bedrijven: Groot > 250,CUS,Arbodienst,Naamloze Vennootschap met gewone structuur,3817BA,AMERSFOORT,9.0,6905VP,GELDERMALSEN,NLD,0297 303500,06 53354996,,8411.0,,,Ministerie van Justitie en gevangeniswezen,,,9.0,4-5-2010,23-9-2005,1-1-1995,1-1-2010
293,DEN HAAG,2645 EJ,NL,NEDERLAND,DE - DUITSLAND,NL001483316B01,703553177,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,OVE,Klant,Publiekrechtelijke rechtspersoon,3541BC,DORDRECHT,4.0,3646AJ,ZAANDAM,NLD,078  6748200,,,7112.0,78202.0,45402.0,,Winkels in tabaksproducten,,3.0,,8-2-1997,30-12-1971,1-10-2011
18,UTRECHT,1175 RK,NL,NEDERLAND,NL - NEDERLAND,,00-49-619676150,Bedrijven: Klein <100,520 - Overheid: Gemeentes > 100000,CUS,Overige,Besloten Vennootschap met gewone structuur,6531JC,,10.0,4100AC,PIJNACKER,NLD,070  7703884,,m,69101.0,,,Rechtspraak,,,7.0,26-10-2010,,31-3-1987,
38,ZAANDAM,108,NL,NEDERLAND,NL - NEDERLAND,,307440799,Bedrijven: Groot > 250,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap met gewone structuur,2628CN,AMSTERDAM,9.0,,UTRECHT,NLD,030  3103238,,m,68201.0,,,"Bemiddeling bij handel, huur of verhuur van onroerend goed",,,1.0,30-12-2009,25-7-2001,,1-7-2008
8,Alkmaar,1942 LE,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,660 - Zorg: Ziekenhuizen,,Klant,Stichting,2497GB,'S-GRAVENHAGE,,5340AR,AMSTERDAM,,,,m,8541.0,,,Overige administratiekantoren,,,1.0,28-5-2008,10-9-1999,,23-3-2007
66,ZEIST,5216 TV,NL,NEDERLAND,NL - NEDERLAND,,0182-544444,Overheid: Gemeentes > 100000,750 - Bedrijven: Klein <100,CUS,Klant en Partner,Besloten Vennootschap met gewone structuur,3564CK,,68.0,7396BM,ZOETERMEER,NLD,023  5225555,,,6622.0,,7220.0,Lokaal welzijnswerk,,,1.0,17-12-2009,,,30-11-1915
1,WADDINXVEEN,WA 98052,NL,NEDERLAND,NL - NEDERLAND,,0497-531300,Onbekend,500 - Overheid: Ministeries,CUS,Dealer,,1082MD,AMSTERDAM,1.0,6702AA,BREDA,NLD,,,,4665.0,,,Installatie van verwarmings- en luchtbehandelingsapparatuur,Dienstverlening voor het onderwijs,,5.0,27-1-2017,16-12-2009,,7-5-1985
702-704,ALMERE,6708 PB,NL,NEDERLAND,NL - NEDERLAND,,0575-568233,Overheid: Gemeentes > 100000,750 - Bedrijven: Klein <100,OVE,Supplier,Besloten Vennootschap met gewone structuur,6598DL,TILBURG,5.0,5605KN,BUDEL,NLD,0174 236500,078 6820176,,86923.0,,,Vervaardiging van glasvezels,,,1.0,16-3-2017,13-5-2015,,24-9-2014
,AMERSFOORT,6500 HL,NL,DENEMARKEN,NL - NEDERLAND,NL804792963B01,0162-447337,Partners / dealers,890 - NIET MEER GEBRUIKEN,CUS,Klant,Besloten Vennootschap met gewone structuur,1271RM,,10.0,2280AE,'S-GRAVENHAGE,NLD,,,,,7320.0,,Advisering op het gebied van informatietechnologie,Arbeidsbemiddeling,,9.0,2-6-2010,,,31-3-1999
30/40,GRONINGEN,6123 BS,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: Ziekenhuizen,,CUS,Overige,Besloten Vennootschap met gewone structuur,3515ET,,70.0,3100EA,BEILEN,NLD,,,,86102.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",,,1.0,17-11-2008,,,1-7-2001
49,DEN HAAG,595 BE,NL,NEDERLAND,NL - NEDERLAND,,0345-534330,Bedrijven: Klein <100,500 - Overheid: Ministeries,DEA,Klant,Besloten Vennootschap met gewone structuur,6271BL,,10.0,1000GC,EINDHOVEN,NLD,013  5428494,,,6420.0,,,Algemeen overheidsbestuur,,,2.0,8-3-2013,10-10-1990,,29-12-1992
34,Tiel,6532 SZ,NL,NEDERLAND,NL - NEDERLAND,NL001483316B01,,Overheid: Gemeentes > 100000,850 - NIET MEER GEBRUIKEN,OVE,Klant,Publiekrechtelijke rechtspersoon,7421LW,GORINCHEM,12.0,1271SK,ROTTERDAM,,078  6418911,,,2740.0,,,Vervaardiging van zuivelproducten (geen consumptie-ijs),,Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen,,1-9-2010,,,1-4-2013
104,AMSTERDAM,3526 KM,BE,NEDERLAND,NL - NEDERLAND,,,Financiele instellingen,520 - Overheid: Gemeentes > 100000,CUS,,,,UTRECHT,1.0,6130AB,TEGELEN,,035  6970838,,,3109.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",,,1.0,28-5-2008,31-3-1992,23-5-1990,21-9-2009
6,LEIDEN,2595 AL,NL,NEDERLAND,NL - NEDERLAND,,071 517 73 11,Zorg: 2e lijns,530 - Overheid: Gemeentes < 100000,CUS,Overige,,3233EE,,,3528BL,,,088  2772100,,,94991.0,52291.0,,Verhuur en lease van overige machines en werktuigen en van overige goederen (geen automaten),Uitleenbureaus,,1.0,16-2-2017,,17-8-2009,19-4-2000
,SOEST,4020,NL,NEDERLAND,NL - NEDERLAND,,020-6765195,Onderwijs: MBO,740 - Bedrijven: Middel >100 < 250,OVE,Klant en Partner,Coöperatie U.A. blijkens statuten structuurcoöperatie,2952CB,AMSTERDAM,1.0,2596BS,,NLD,073  5944328,,f,,,,,,Advisering op het gebied van informatietechnologie,,20-7-2012,17-12-1993,21-1-2004,3-7-2006
12-14,AMSTERDAM,3500 GK,NL,NEDERLAND,NL - NEDERLAND,,045 576 2888,Onderwijs: MBO,530 - Overheid: Gemeentes < 100000,CUS,Klant,Besloten Vennootschap met gewone structuur,2903AR,ROERMOND,21.0,3502GA,'S-GRAVENHAGE,NLD,0345 585170,,,65301.0,,,Organisatie-adviesbureaus,,,,18-8-2010,,21-12-2016,
1,ZOETERMEER,6702 AA,NL,NEDERLAND,NL - NEDERLAND,,,Onderwijs: MBO,630 - Onderwijs: VO,CUS,Klant,Eenmanszaak,3014DA,NAARDEN,113.0,8100AA,BOXTEL,,,,m,70102.0,,,Architecten (geen interieurarchitecten),,,4.0,,,,6-7-2010
363,UTRECHT,3821 AJ,NL,NEDERLAND,NL - NEDERLAND,,(0344) 673515,Bedrijven: Klein <100,810 - NIET MEER GEBRUIKEN,OVE,Klant,Besloten Vennootschap met gewone structuur,2993LD,ZWOLLE,81.0,6827AT,DELFT,NLD,,,f,88102.0,,,Universitair hoger onderwijs,Organisatie-adviesbureaus,,3.0,19-11-2009,7-6-2013,13-12-2002,
14,SNEEK,9000,NL,NEDERLAND,NL - NEDERLAND,NL001483316B01,,Onderwijs: VO,730 - Bedrijven: Groot > 250,CUS,Klant,Eenmanszaak,3513EX,GOUDA,76.0,3000AS,LEUSDEN,NLD,010  2249200,,,65301.0,70221.0,,Holdings (geen financiële),,,1.0,,,,7-5-1985
76A,UTRECHT,5341 GM,NL,NEDERLAND,NL - NEDERLAND,,040 - 214 00 00,Bedrijven: Groot > 250,770 - Partners / dealers,,,Besloten Vennootschap met gewone structuur,1018AM,EINDHOVEN,31.0,1000CN,HEERENVEEN,NLD,,,m,6311.0,,,Universitair hoger onderwijs,,,3.0,8-2-2010,21-11-2007,,1-1-1997
15,ARNHEM,,NL,NEDERLAND,NL - NEDERLAND,,024-3297297,,650 - Zorg: Academisch,CUS,Architect,Besloten Vennootschap met gewone structuur,7417DH,MIJDRECHT,317.0,3504AB,CULEMBORG,NLD,010  4596572,,m,5811.0,78202.0,,Groothandel in bedrijfsmeubels,,,8.0,23-6-2005,,,20-6-2006
,MAASBRACHT,3401 MG,NL,NEDERLAND,NL - NEDERLAND,,050-3616161,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUS,Klant,,3811MG,CULEMBORG,2.0,6077AP,,NLD,088  5640000,,m,86103.0,,6202.0,Praktijken van huisartsen,Ingenieurs en overig technisch ontwerp en advies,,1.0,9-4-2015,21-3-1925,,2-9-2004
,ZOETERMEER,,NL,DENEMARKEN,NL - NEDERLAND,,,Bedrijven: Groot > 250,530 - Overheid: Gemeentes < 100000,OVE,Klant,,7671HA,UTRECHT,41.0,7545PP,ZOETERMEER,NLD,0344 638555,,m,52241.0,,,,,,5.0,20-11-2009,,,15-12-2008
12,UTRECHT,,NL,NEDERLAND,NL - NEDERLAND,,030-6347400,Gispen / InterCompany,640 - Onderwijs: Overige,CUS,,Naamloze Vennootschap blijkens statuten structuurvennootschap,8925AV,,2.0,1054XD,ODIJK,NLD,,,m,86102.0,,,Gezelligheidsverenigingen,,,8.0,3-11-2010,6-7-2010,,20-6-2012
1,ROTTERDAM,1082 VA,NL,NEDERLAND,NL - NEDERLAND,,0348 441091,Zorg: Overige,750 - Bedrijven: Klein <100,PAR,Klant,Besloten Vennootschap met gewone structuur,2511DP,TIEL,15.0,2541CR,GELEEN,NLD,020  5669111,,m,47915.0,69103.0,,Financiële holdings,,,,24-10-2016,,,24-3-2006
2,SCHIPHOL CENTRUM,,NL,NEDERLAND,NL - NEDERLAND,,070-3315252,Onderwijs: HBO,750 - Bedrijven: Klein <100,SUP,Dealer,Publiekrechtelijke rechtspersoon,1097DL,ZALTBOMMEL,116.0,,'S-GRAVENHAGE,NLD,0294 236960,,f,94997.0,,,Universitair hoger onderwijs,,,2.0,17-3-2010,31-5-1995,31-7-1995,1-8-1988
7A,AMSTERDAM,1811 HG,NL,NEDERLAND,NL - NEDERLAND,0879-227-992,015-2196100,Bedrijven: Klein <100,530 - Overheid: Gemeentes < 100000,,Klant,Coöperatie U.A. blijkens statuten structuurcoöperatie,4814NE,MAASTRICHT,,3251LP,EINDHOVEN,NLD,0320 276211,,,47712.0,,,Ingenieurs en overig technisch ontwerp en advies,Maatschappelijk werk,Groothandel in papier en karton,1.0,11-1-2010,,,7-3-1990
,EELDERWOLDE,2132 LN,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Middel >100 < 250,700 - Financiele instellingen,CUS,Dealer,Stichting,6981HA,ROTTERDAM,1200.0,,,NLD,020  6168345,,f,6420.0,,,Algemeen overheidsbestuur,,,3.0,17-11-2003,30-3-2001,,30-12-1994
210,UTRECHT,2676 LE,NL,NEDERLAND,UK - VERENIGD KONINKRIJK,,,Zorg: 2e lijns,660 - Zorg: Ziekenhuizen,DEA,Klant,Stichting,2517HV,NIJMEGEN,7.0,2517JW,ROTTERDAM,NLD,0900 1234450,,,4120.0,,,Teelt van overige eenjarige gewassen,,,1.0,22-1-2007,28-6-1929,,2-7-2003
4,GORINCHEM,1511 HV,NL,NEDERLAND,NL - NEDERLAND,,020-8893400,Partners / dealers,760 - Bedrijven: Overige,CUS,Klant,,1082ME,EINDHOVEN,40.0,4000HG,EINDHOVEN,NLD,,,,8412.0,,,Vervaardiging van bedrijfsmeubels,,,,,23-6-1999,,8-7-2014
,VENLO,1100 AL,NL,NEDERLAND,DE - DUITSLAND,,35-5264017,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,SPA,Klant,Naamloze Vennootschap blijkens statuten structuurvennootschap,4104AZ,AMSTERDAM,21.0,4825BE,AMSTERDAM,NLD,030  2324949,,f,84232.0,,,,,,1.0,,29-12-1994,,18-3-2013
48,BOXMEER,1081 HV,NL,NEDERLAND,NL - NEDERLAND,,615339079,Zorg: 2e lijns,770 - Partners / dealers,DEA,Architect,Stichting,9728NZ,,20.0,3902HN,EEDE,NLD,023  8910000,,m,2740.0,,,,Reclamebureaus,,1.0,5-1-2016,12-7-2006,31-5-2006,28-10-2002
14,DIEMEN,9728 NZ,NL,Litouwen,NL - NEDERLAND,,020-5518711,Overheid: Overige,690 - Zorg: Overige,OVE,Overige,Vereniging met volledige rechtsbevoegdheid,2922AD,AMSTERDAM,13.0,3524SJ,UTRECHT,NLD,0345 512347,06 41269209,f,8411.0,,,Algemene burgerlijke en utiliteitsbouw,"Expediteurs, cargadoors, bevrachters en andere tussenpersonen in het goederenvervoer",,1.0,19-10-2006,27-2-1996,,27-5-1992
65,AMERSFOORT,6812 AH,NL,NEDERLAND,NL - NEDERLAND,,0488-721 601,Overheid: ZBO's,740 - Bedrijven: Middel >100 < 250,CUS,Klant,Publiekrechtelijke rechtspersoon,2596HL,BOXMEER,77.0,1076DT,ZIERIKZEE,NLD,076  5975000,06 28802121,,85323.0,,,Groothandel in bedrijfsmeubels,,,,23-12-2008,22-12-1970,,4-7-1973
3,GONZERATH,,NL,LUXEMBURG,NL - NEDERLAND,,024-3616161,Onderwijs: MBO,660 - Zorg: Ziekenhuizen,CUS,Overige,Besloten Vennootschap met gewone structuur,3542CE,CAPELLE AAN DEN IJSSEL,14.0,3500HG,KRIMPEN AAN DEN IJSSEL,NLD,020  6161769,,,70221.0,,,Interieurbouw,,,1.0,13-6-2017,23-8-1947,1-10-1990,1-1-2004
5,BOXTEL,9411 PB,NL,NEDERLAND,NL - NEDERLAND,NL806967742B01,,Overheid: Gemeentes > 100000,730 - Bedrijven: Groot > 250,CUS,Overige,Besloten Vennootschap met gewone structuur,2742DL,MILL,55.0,2300AC,AMSTERDAM,NLD,010  2314302,,,6420.0,85592.0,,Algemeen overheidsbestuur,Uitleenbureaus,,1.0,29-6-2007,,,26-9-1997
,GRONINGEN,5281 CH,NL,NEDERLAND,NL - NEDERLAND,,020-8500800,,630 - Onderwijs: VO,CUS,Klant,Stichting,3011XZ,'S-GRAVENHAGE,33.0,2491AC,DOETINCHEM,NLD,020  6234285,,m,8411.0,47591.0,,,Advisering op het gebied van informatietechnologie,,1.0,21-12-2009,27-7-1979,1-1-2012,1-10-2011
12,WINSCHOTEN,2908 LP,NL,NEDERLAND,NL - NEDERLAND,,10-4120035,Zorg: Ziekenhuizen,500 - Overheid: Ministeries,CUS,Klant,Besloten Vennootschap met gewone structuur,9711HL,AMSTERDAM,25.0,6131JD,MAASTRICHT,NLD,0345 512347,,m,,4941.0,,Speur- en ontwikkelingswerk op het gebied van gezondheid en voeding (niet biotechnologisch),,,4.0,31-7-2007,30-12-1971,,9-3-1951
100,ZWOLLE,4120,NL,NEDERLAND,NL - NEDERLAND,,070-4264693,Overheid: Ministeries,760 - Bedrijven: Overige,ARB,Dealer,Publiekrechtelijke rechtspersoon,9723ZA,ZWAAGDIJK-OOST,,1090GS,AMSTERDAM,NLD,030  6345100,,,52109.0,,,Middelbaar beroepsonderwijs,,,1.0,13-1-2012,,,1-1-2008
59,'S GRAVENHAGE,5600 HH,NL,NEDERLAND,NL - NEDERLAND,,0345-544263,Bedrijven: Middel >100 < 250,850 - NIET MEER GEBRUIKEN,CUS,,Naamloze Vennootschap met gewone structuur,1046BC,,2.0,4021CB,UTRECHT,NLD,0345 517388,,m,5621.0,,,Organisatie-adviesbureaus,,,4.0,22-1-2010,,,1-7-1974
120,AMSTERDAM,3813 TZ,NL,VERENIGD KONINKRIJK,NL - NEDERLAND,,030-2339600,Bedrijven: Overige,730 - Bedrijven: Groot > 250,,,Naamloze Vennootschap met gewone structuur,6049CD,LEEUWARDEN,1105.0,,LOCHEM,NLD,030  6987911,,,8412.0,6622.0,,Categorale ziekenhuizen,,,2.0,4-6-2008,,,1-1-1995
8,ROTTERDAM,1507 CE,NL,NEDERLAND,NL - NEDERLAND,,0183 - 64 66 47,Bedrijven: Middel >100 < 250,840 - NIET MEER GEBRUIKEN,CUS,,Publiekrechtelijke rechtspersoon,8171NS,DELFT,10.0,5386ZG,'S-GRAVENHAGE,,0475 353535,,,8411.0,,,Overige dienstverlening n.e.g.,Uitgeverijen van tijdschriften,,5.0,13-3-2013,,,0-0-2002
26,DEN HAAG,4100 MV,GR,NEDERLAND,NL - NEDERLAND,,186891234,NIET MEER GEBRUIKEN,590 - Overheid: Overige,CUS,Klant,Besloten Vennootschap met gewone structuur,5701NV,AMSTERDAM,237.0,8025BP,UTRECHT,NLD,,06 31919638,,84232.0,2512.0,,Groothandel in bedrijfsmeubels,,,2.0,4-1-2017,5-6-2013,13-10-2010,
1,AMSTERDAM,2930,NL,NEDERLAND,NL - NEDERLAND,,0306 012 404,Bedrijven: Klein <100,,CUS,Klant,Publiekrechtelijke rechtspersoon,8914BD,HAASTRECHT,6.0,,,NLD,,,,64191.0,86925.0,,Financiële holdings,,,1.0,1-2-2010,,6-6-2005,7-5-1973
35,Dordrecht,5656 AE,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUS,Klant,Stichting,,TIEL,31.0,1006BJ,HENGELO,NLD,,,,70102.0,,4221.0,,,,3.0,6-1-2010,31-12-2011,31-12-2015,1-10-2001
108,DEN HAAG,9713 GW,NL,RUSLAND,BG - BULGARIJE,,073-6812812,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,CUS,,Buitenlandse op EG-vennootschap lijkende vennootschap met onderneming in Nederland,3818LA,ROTTERDAM,3.0,9704AE,'S-GRAVENHAGE,NLD,0348 427911,,,85313.0,,,,,,2.0,,,1-3-2010,1-5-2009
50,S HERTOGENBOSCH,2721 KX,NL,NEDERLAND,NL - NEDERLAND,,887957000,Bedrijven: Klein <100,530 - Overheid: Gemeentes < 100000,CUS,,Besloten Vennootschap met gewone structuur,4711CN,ZWOLLE,21.0,3990DA,UTRECHT,,088  3446000,,,8412.0,,,Niet-universitair hoger onderwijs,Uitzendbureaus,,1.0,15-10-2013,13-10-1992,,8-10-1994
25,Bolton,2405 BZ,NL,NEDERLAND,NL - NEDERLAND,,,,660 - Zorg: Ziekenhuizen,CUS,,Stichting,1077WW,'S-GRAVENHAGE,5.0,,HILVERSUM,NLD,076  5200020,,f,1393.0,86925.0,,Lokaal welzijnswerk,Uitleenbureaus,,1.0,,29-4-1997,,26-4-2011
19,ALMERE,6811 DG,NL,VERENIGD KONINKRIJK,NL - NEDERLAND,,,Onderwijs: WO,740 - Bedrijven: Middel >100 < 250,CUS,Overige,Naamloze Vennootschap met gewone structuur,1013MM,'S-GRAVENHAGE,27.0,3004EA,ARNHEM,NLD,,,,4651.0,,,Organisatie-adviesbureaus,Handel in elektriciteit en in gas via leidingen,,1.0,13-7-2007,2-3-1909,,1-4-2009
,Amersfoort,9405 TA,NL,NEDERLAND,NL - NEDERLAND,,010-3105151,Bedrijven: Middel >100 < 250,,CUS,,Besloten Vennootschap met gewone structuur,8925AP,SCHIEDAM,10.0,2525NB,CULEMBORG,NLD,088  8781000,,m,85314.0,,,Steunfondsen (niet op het gebied van welzijnszorg),Financiële holdings,,4.0,26-11-2007,,,1-10-2011
,CULEMBORG,1117 CL,NL,NEDERLAND,NL - NEDERLAND,,071-5274002,Overheid: Gemeentes > 100000,750 - Bedrijven: Klein <100,CUS,,Besloten Vennootschap met gewone structuur,9641PJ,AMSTERDAM,500.0,3701AH,VENLO,NLD,010  4973737,,,210.0,47713.0,8130.0,Zeil- en surfscholen,,,,21-12-2009,14-2-2006,27-11-2002,31-5-2012
2,CULEMBORG,5463 PA,NL,NEDERLAND,NL - NEDERLAND,,06-52501995,Bedrijven: Klein <100,690 - Zorg: Overige,,Klant,Besloten Vennootschap blijkens statuten structuurvennootschap,6212EW,ALMERE,149.0,1175RK,HEERENVEEN,NLD,030  6706660,,,8411.0,,,Middelbaar beroepsonderwijs en educatie (gecombineerd),,,1.0,24-8-2016,,,23-4-2004
14,Oud-Beijerland,D-45731,NL,NEDERLAND,NL - NEDERLAND,,010-2406120,NIET MEER GEBRUIKEN,770 - Partners / dealers,OVE,Klant,Besloten Vennootschap met gewone structuur,,CULEMBORG,192.0,5271AA,HEERLEN,NLD,,,,70102.0,,,Accountants-administratieconsulenten,Uitleenbureaus,,6.0,1-2-2011,1-11-1972,,23-6-2005
4,DELFT,3063 GK,NL,NEDERLAND,NL - NEDERLAND,,020-3333075,Overige,740 - Bedrijven: Middel >100 < 250,OVE,Klant,,5026SP,,235.0,3401MG,CULEMBORG,NLD,013  5133526,,m,9492.0,,,"Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)",,,1.0,22-4-2015,,,17-6-1992
126,EINDHOVEN,1033 NX,NL,NEDERLAND,NL - NEDERLAND,,,Onderwijs: MBO,610 - Onderwijs: HBO,ARB,Klant,Besloten Vennootschap met gewone structuur,3011TA,BRUNSSUM,4600.0,9400AB,ELST GLD,NLD,015  2750000,,,6831.0,,,Organisatie-adviesbureaus,"Vervaardiging van specerijen, sauzen en kruiderijen; zoutraffinage",,2.0,,9-6-2010,,1-6-2010
300,AMSTELVEEN,1017 WV,NL,NEDERLAND,NL - NEDERLAND,,,Partners / dealers,750 - Bedrijven: Klein <100,CUS,Dealer,Naamloze Vennootschap met gewone structuur,9711ES,VELSEN-NOORD,19.0,6001BE,MAASTRICHT,NLD,0313 429911,,m,7021.0,,,Verzorgingshuizen,,,8.0,23-12-2005,,27-2-1996,7-5-1985
12,DEN HAAG,20099,NL,NEDERLAND,NL - NEDERLAND,,+31 10 4044110,Bedrijven: Middel >100 < 250,750 - Bedrijven: Klein <100,CUS,,Vereniging met volledige rechtsbevoegdheid,,NIEUWDORP,40.0,3800BN,AMSTERDAM,NLD,0492 531531,,,3512.0,,,Winkels in meubels,,,4.0,2-1-2017,16-10-2003,,1-1-1980
107,STELLENDAM,#11-123,NL,NEDERLAND,NL - NEDERLAND,,010-4989292,Financiele instellingen,730 - Bedrijven: Groot > 250,,Klant,Coöperatie U.A. blijkens statuten structuurcoöperatie,3542AN,EINDHOVEN,25.0,1076DE,ZOETERMEER,NLD,,06 53948192,,7490.0,69103.0,,Praktijken van huisartsen,,,7.0,30-9-2009,28-6-1999,,1-1-1995
5,ENSCHEDE,1118 ZR,NL,NEDERLAND,NL - NEDERLAND,,,,850 - NIET MEER GEBRUIKEN,,Klant,Besloten Vennootschap met gewone structuur,6231LE,,30.0,,KERKRADE,NLD,020  5876299,,,8542.0,,,Notariskantoren,,,1.0,22-2-2017,16-7-1987,15-10-1982,1-1-1981
1,ESCHWEILER,3085EA,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: 1e lijns,520 - Overheid: Gemeentes > 100000,OVE,Klant,Besloten Vennootschap met gewone structuur,5612AB,BRUNSSUM,77.0,,HELMOND,NLD,,,m,8412.0,,,"Ontwikkelen, produceren en uitgeven van software",,,5.0,11-11-2003,30-12-2013,1-1-2012,1-1-2001
22,BREDA,3081 AE,NL,NEDERLAND,NL - NEDERLAND,FR01 542037031,,Bedrijven: Overige,520 - Overheid: Gemeentes > 100000,OVE,Klant,,2288EE,AMSTELVEEN,8.0,9207HD,SCHIEDAM,NLD,070  3434343,,,8411.0,,,Groothandel in woningtextiel en vloerbedekking,,,5.0,31-3-2017,25-7-2012,,1-7-2008
127,CULEMBORG,1011 JV,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUS,Klant,Vennootschap onder firma,4455TM,AMSTERDAM,18.0,7500AE,MAASTRICHT,NLD,0180 414114,,m,7112.0,,,Middelbaar beroepsonderwijs,,,1.0,17-9-2007,7-11-1963,,
22,AMSTERDAM,2801 CL,NL,NEDERLAND,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,740 - Bedrijven: Middel >100 < 250,CUS,Dealer,Publiekrechtelijke rechtspersoon,1091LR,'S-GRAVENHAGE,362.0,6940BA,'S-GRAVENHAGE,NLD,088  0713000,,m,7311.0,,,Vervaardiging van overige organische basischemicaliën (geen petrochemische producten),Organisatie-adviesbureaus,,1.0,29-11-2016,27-3-1997,,1-1-2007
25,ROTTERDAM,1019 AG,NL,NEDERLAND,NL - NEDERLAND,,,,,CUS,,Besloten Vennootschap met gewone structuur,9341BD,UTRECHT,17.0,4000AM,'S-GRAVENHAGE,NLD,088  6712995,,m,86921.0,,,Schrijven en overige scheppende kunst,,,1.0,9-5-2012,28-5-2004,,18-2-2015
2A,VEENENDAAL,6229 PM,NL,NEDERLAND,NL - NEDERLAND,,070-3534455,Bedrijven: Groot > 250,760 - Bedrijven: Overige,,Overige,Maatschap,7241CW,AMSTERDAM,8.0,,ZEIST,NLD,,06 10519568,,64922.0,78202.0,,Overige dienstverlenende activiteiten op het gebied van informatietechnologie,Vervaardiging van overige bovenkleding,,1.0,29-7-2011,19-12-2002,,1-9-2007
14B,DEN HAAG,6135 LH,BE,NEDERLAND,UK - VERENIGD KONINKRIJK,NL172890639B01,41313508700,Onderwijs: MBO,880 - NIET MEER GEBRUIKEN,CUP,Overige,Stichting,4191NZ,LEUSDEN,2.0,3502MB,DELFZIJL,NLD,010  2030700,,,8542.0,47242.0,,Universitair hoger onderwijs,,,1.0,24-3-2006,11-2-1999,,
6-1-11,LEEUWARDEN,2952 AD,NL,NEDERLAND,US - United States of America,SK2020209477,071-5277220,,770 - Partners / dealers,CUS,Klant,Stichting,4104BC,ZWOLLE,5.0,1320AH,ZWOLLE,NLD,010  2901010,,,88992.0,4321.0,,,,Leggen van elektriciteits- en telecommunicatiekabels,1.0,28-8-2000,,,1-7-2008
